,username,post_type,display_url,is_video,edge_media_to_caption,edge_media_to_comment,taken_at_timestamp,edge_liked_by,edge_media_to_tagged_users,video_count,video_view_count
6268,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/271457340_975297549729232_3405229904557143098_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=z8VL8VDEtE4AX-1kGDp&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDoaO4ebWBb8xWJBHhgzM9Tv60DHzRA_Moor8xra7S4ZA&oe=6372B4CC&_nc_sid=7bff83,TRUE,May there always be an Angel by your side 💖😊,10,1641713435,644,[],,3200
6269,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/269609095_364532682099648_3381736695303183378_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=-PYCNEtDdOAAX_qHlf9&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfD-x98dLUlNG_M4WNu-FFC19RyIwbp7qaJrhWrPqnYoLw&oe=63726013&_nc_sid=7bff83,TRUE,After 200 reps of sit ups = endorphins + When I’m a lil down this is how I hype up myself 🤣 I LOVE ALL THESE SONGS!!!!! VIbin with it without knowing what songs they r but these 9 years ago songs are lit! 🔥,13,1640004286,869,[],,6121
6270,xianexyy,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/267454816_157604803260650_2436733378908338546_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=OvmmBLjUY_gAX-fuUNN&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBWyNsgBj-uZY-mxGYTDFGQ5VuXdrlheB49cc1dowBrNg&oe=6372D2C6&_nc_sid=7bff83,TRUE,She is bae,20,1639630155,1091,[],,6258
6271,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/264943381_334409484762629_7714971080770330471_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Fr9rVULfHN8AX_9IFKQ&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCFGZpozjjFQe-oPzAPayijtlpz6OhoqC47LDGJS4oFQQ&oe=637262D1&_nc_sid=7bff83,TRUE,"Maplestory is one of the reasons why I enjoyed gaming so much. This is the first game that I played on the PC and I’ll never forget those good old days where I had so much fun with grinding and making new friends!

@maplestory.sea have recently launched a new character, Lara, an anima Magician on the 1st of December. 

There are also two ongoing events, Tera Burning and Maple Live to assist you in levelling up fast as well as to keep the gameplay interesting with many quests and side tasks to complete. 

Do invite your friends to play maple together or you can catch me at the Aquila server if you would like to! 
IGN: Xianexy

See you there maplers!

#maplestory #maplesea #pcgaming #gaming #gamer #pcgamer #sglifestyle #sgig",7,1638924364,610,['maplestory.sea'],,7398
6272,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/140292487_444457286709977_3439734641013588564_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=6Aj-oT7nl_AAX_eaYKH&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDZuOS5FVceutK70q6eMX-WMsCjBlLfJoRaD097Xl9jnQ&oe=6372B9CE&_nc_sid=7bff83,TRUE,"Thank you @asianskinsolutions for having me yesterday! 

I love this light therapy treatment as it consists of many benefits not only to our skin but to mental health as well!
💆🏻‍♀️💪🏻 

A brief description of what each light promotes for the skin: 

❤️Red light: stimulate skin cells to promote new collagen and to reduce wrinkles 

💙Blue light: kills acne bacteria, calm the skin down as well as regulating sebum 

💚Green light: promote skin cell metabolism and collagen secretion 

💛Yellow: firming and reparation of the skin 

🧡Orange light (red + yellow) 

💜Purple light (red + blue) 

#beauty #assunited #singapore #sg #asian #asianskinsolutions #asianskinsolution #skincare #healthyskins #skinroutine #skincareroutine",0,1611223621,100,[],,856
6273,xianexyy,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/136691783_402921370812746_567977809109942014_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=97OOyhaa270AX86GwRq&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAVrjVZd1paZ8Agij7q4hglKA213GieJzfYPuazyB7fbg&oe=63725CD6&_nc_sid=7bff83,TRUE,"Bye bye cellulites and say hello to building curves! 

My last friday night was super detoxed thanks to @bottomslimny 🥰 Grateful to have a knowledgeable and bubbly consultant, Apple, to advice me.

I feel slimmer and more confident now! 
#bottomslim #sg",1,1610169893,441,[],,6782
6274,xianexyy,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/134494904_878548036278889_4469281901560778992_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=96Hif4MQQ1UAX85J312&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCwfFgX-N7hQrq0wr8IzY2jYQ0M_cNRF-2MurmWOHmcvQ&oe=6372DB41&_nc_sid=7bff83,TRUE,@philipssg.sound.vision #bluetooth speaker #JS50,13,1609414868,662,[],,9358
6275,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/313215014_124295453607184_4216778783247195811_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=qrcyInxW1MoAX8HmaeX&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAAkIDBK-66_9rLCZcVQN2pcFxGmku8UWrkl6PopzEUgw&oe=6372C587&_nc_sid=7bff83,TRUE,"@bobbibrownsg Face base hydration and smoothening effect + serum foundation is the bombshell glow that I need in my life 💯

@tryandreview 

#BobbiBrownTesting #TryandReviewSG",11,1667881714,322,"['contestjunkies1', 'sggiveawayig', 'instawomenstag', 'giveawaysgig', 'sgcontestgiveaway']",,631
6276,xianexyy,GraphSidecar,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/313912677_1390389531492338_8028628178695400985_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=IdYv1XqVCiYAX8U2Rqv&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBe69X9xLIx-uiW2kxsDxVh1cGho4NaIr1-6TG5g5idcA&oe=63759B46&_nc_sid=7bff83,FALSE,"Rewarding my body with endorphins and strength. Gotta stay consistent and disciplined! 💪🏻 

Featuring @myproteinsg MYPRO Smartshake Slim Shake 

Use XIN50 at checkout for 50% off site wide! ✅",14,1667622642,1111,"['danielwellington', 'dwasiacollab5']",,0
6277,xianexyy,GraphImage,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/313734137_809400263671447_5076195796358290922_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=-BsUyRYxaMAAX_GTYI8&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAyjtC2hROQVbAo_zZZW74NiaXITPnlrKbwEmXmSUdWOg&oe=637609E9&_nc_sid=7bff83,FALSE,"<GIVEAWAY>

Giving away a set of @Elizabetharden’s Day SPF and Night cream + award winning serum (worth up to $448!)

Feeling fancy with @Elizabetharden’s new advanced ceramide lift and firm creams and their award-winning ceramide capsules in their latest packaging!

Advanced ceramide lift and firm creams are newly formulated, now 5x the ceramide power to replenish and restore skin.
This range promises youth restoring results through age defying 3D FIT technology which helps to improve the skin’s radiance, luminosity, firmness, skin tone, texture and wrinkles.

See visibly lifted, firmer and more defined facial contour in just 1 week.

The swivel jar now looks super luxurious in their newly improved packaging, providing all day hydration and restore bounce in a capsule.
I love the healthy glow look that the serum provides and further looking in moisture with the advanced cream!

@Elizabetharden’s deal is exclusively on Shopee now!

Get your skin lifted by adding this skincare range to your skincare regimen for a youthful and radiance looking skin.
Enjoy up to 43% off alongside with attractive gifts too!

Glow and restore youthful looking skin with the best! 

To participate in the giveaway, all you have to do is:
a.  Follow @elizabetharden on Instagram and me!
b.  Tag 3 friends in the post 
c.  Comment below which product you want to get & the benefit of the product (there will be 3 winners – 1 receive night cream, 1 receive day cream, 1 receive swivel)
d.  Repost on IGS for higher chance to win.

#LiftandFirmCream #CeramideCapsules #AlwaysArden #ElizabethArden",208,1667450134,3629,"['contestjunkies1', 'sggiveawayig', 'instawomenstag', 'sg.giveawaycontest', 'anlan_store.southeastasia']",,0
6278,xianexyy,GraphImage,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/315324997_2114050212099440_1697617922066944789_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=qLEvLRJzliQAX9kw51b&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAtO53kNHV2cFefqzaSpf3JHMik61Zgd4nHN4VVK-z9XQ&oe=6376A852&_nc_sid=7bff83,FALSE,"Caption:

Sensitive to dust? 
@roborock.sg is here to assist you in cleaning up all areas of your home! Including areas that are hard to reach, don’t worry, roborock H7 gotcha!

Roborock H7 is a lightweight handheld vacuum (Only 1.46kg) with many benefit points such as:

1. Extremely powerful suction which easily lifts dirt from floors, carpets, and even beds and sofas!
2. 5 layer air filtration that effectively keeps pollutants and allergens like mites away! Can also capture 99.99% and even as small as 0.3 microns.
3. Easy and sleek storage for the extra attachments that come with the H7.

I’m super glad to have this because it helps to clear away my pet furs and reach places that may be difficult to sweep with the traditional sweepers. 

Roborock H7 is priced at $599.90 exclusively on Roborock’s official store on Shopee!

Shopee: https://bit.ly/H7ShopeeSG

Official Facebook - https://www.facebook.com/RoborockSG

Official Instagram - https://www.instagram.com/roborock_sg/

(Link also in bio)",5,1668332303,167,['flash.bakes'],,0
6279,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/315147713_194500929734357_1482040037036657341_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=tzDUxR0QX3kAX8fybWz&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDUInXlMynh27_MS_oc74EZGvpLHfexwQD_mW9jBkci-g&oe=6372B51B&_nc_sid=7bff83,TRUE,"Just joined @sgfavesofficial 💕
Super excited and happy to be part of their community! 🙆🏻‍♀️",1,1668315245,115,['theduriantimessg'],,764
6280,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/315069448_687352745999778_6919874815809702743_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=kfIKbzuUnDQAX-5mmA7&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAoO3WIUYr4zrgwQhV0SZPnqk2UUYJI31Z0p44gCXXUoQ&oe=6372CD5F&_nc_sid=7bff83,TRUE,May there always be an Angel by your side 💖😊,1,1668257122,145,[],,2076
6281,xianexyy,GraphSidecar,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/315075015_842301677112206_827159244297639312_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Xx3KoRv7p2EAX8rm5bd&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfCSAFxP0KLVlua6lftBOO7fweOqo_V9id5Gq7tEHRbj5Q&oe=6375F273&_nc_sid=7bff83,FALSE,After 200 reps of sit ups = endorphins + When I’m a lil down this is how I hype up myself 🤣 I LOVE ALL THESE SONGS!!!!! VIbin with it without knowing what songs they r but these 9 years ago songs are lit! 🔥,5,1668238922,324,['gotchafreshteasg'],,0
6282,xianexyy,GraphVideo,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/315355454_3444070219149760_2926204837706276166_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=epU-mn6md7YAX-WYxa7&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfAWYuwez92PeTu4UgyxZy6vNR9_Li4luHXw2obE2r7i7w&oe=6372B0FC&_nc_sid=7bff83,TRUE,She is bae,0,1668224053,239,"['go.picky', 'nacific_kr', 'nacific_official', 'mixsoon_official', 'rovectin_global', 'thankyoufarmer_official', 'instawomenstag', 'pure.am_official', 'mixsoon_intl', 'nacificofficial.sg']",,396
6283,xianexyy,GraphSidecar,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/315064658_1324433214758830_7221723886842598465_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=h3xkDISjRhIAX8zdBAF&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfA3BCBHME8OKepdX_1jzg0VfYJCuncc7MGL7io5TYbXcQ&oe=6372EDD7&_nc_sid=7bff83,FALSE,"Maplestory is one of the reasons why I enjoyed gaming so much. This is the first game that I played on the PC and I’ll never forget those good old days where I had so much fun with grinding and making new friends!

@maplestory.sea have recently launched a new character, Lara, an anima Magician on the 1st of December. 

There are also two ongoing events, Tera Burning and Maple Live to assist you in levelling up fast as well as to keep the gameplay interesting with many quests and side tasks to complete. 

Do invite your friends to play maple together or you can catch me at the Aquila server if you would like to! 
IGN: Xianexy

See you there maplers!

#maplestory #maplesea #pcgaming #gaming #gamer #pcgamer #sglifestyle #sgig",6,1668168454,557,"['instawomenstag', 'hepare.co']",894,0
6284,xianexyy,GraphSidecar,https://instagram.fsin15-2.fna.fbcdn.net/v/t51.2885-15/314396728_1201915804091764_6321567681848055211_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=5HZiUZS43oIAX_bFOe4&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBt39pur3IwsVxuVxpKvhTCF6joauWHzK2_yU3T5bZ-UA&oe=63755B95&_nc_sid=7bff83,FALSE,"Thank you @asianskinsolutions for having me yesterday! 

I love this light therapy treatment as it consists of many benefits not only to our skin but to mental health as well!
💆🏻‍♀️💪🏻 

A brief description of what each light promotes for the skin: 

❤️Red light: stimulate skin cells to promote new collagen and to reduce wrinkles 

💙Blue light: kills acne bacteria, calm the skin down as well as regulating sebum 

💚Green light: promote skin cell metabolism and collagen secretion 

💛Yellow: firming and reparation of the skin 

🧡Orange light (red + yellow) 

💜Purple light (red + blue) 

#beauty #assunited #singapore #sg #asian #asianskinsolutions #asianskinsolution #skincare #healthyskins #skinroutine #skincareroutine",4,1668153658,528,"['instawomenstag', 'rndpharma']",,0
6285,xianexyy,GraphSidecar,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/313341553_1554380321675084_6073625645355502607_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Or0p_Yi9wPIAX9v1T_z&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBMqOUVdM4IT23kguPa8-BISyALCZ1KRZDGt_LZWNns9w&oe=637527A4&_nc_sid=7bff83,FALSE,"Bye bye cellulites and say hello to building curves! 

My last friday night was super detoxed thanks to @bottomslimny 🥰 Grateful to have a knowledgeable and bubbly consultant, Apple, to advice me.

I feel slimmer and more confident now! 
#bottomslim #sg",11,1668136376,1178,"['danielwellington', 'dwasiacollab5']",,0
6286,xianexyy,GraphSidecar,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/314895290_504974564981709_6309352965762338980_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=tA65hKkrHn0AX-p8zC0&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfD2zn4hHspPFmfpnfc7RJqZCJzfu2kzypV-9-a39iaFYw&oe=63757BE2&_nc_sid=7bff83,FALSE,@philipssg.sound.vision #bluetooth speaker #JS50,5,1668093371,633,['ssunsu_sg'],,0
6287,patrinechoo,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/248429966_109043204808638_1701674861716742308_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=G9eiEgx2neYAX_mUNC-&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDzmZdNpf32E0CDqLjkvPVSSjcQnK_0yAWwguCFbejwpQ&oe=6372CFDF&_nc_sid=7bff83,TRUE,💯booster,4,1635154681,729,[],,3246
6288,patrinechoo,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/240379940_858475025099366_354923700331188265_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=z3TRfGcHYPsAX_qRZqX&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfBE4f3pmqrE7XOOdVvsQIfe1oZLEqU28AzmkIjNEzyt_g&oe=63725E06&_nc_sid=7bff83,TRUE,3 hours of practice. Not quite there yet. May delete. Enjoy 🙂,4,1629560234,420,[],,8958
6289,patrinechoo,GraphVideo,https://instagram.fsin15-1.fna.fbcdn.net/v/t51.2885-15/233957398_378195037013938_5756055981192631786_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsin15-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=eNoGLM9gN64AX9gxKwj&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDfDuI8_aQstOlJDpHmWPyaTG430iR1XnIi4Fdmm2UkPw&oe=6372CC47&_nc_sid=7bff83,TRUE,and this was what happen.. 😳 #lifelesson,13,1628340400,786,[],,14618
